SUPERMERCADO TRADICAO LTDA
CEP 12248440 SAO JOSE DOS CAMPOS - SP
CNPJ: 47.692.182/0001-72

Código de Barras;Descrição Reduzida;Quantidade Ajuste;Custo Reposição;Descrição Ajuste Completa;Seção;
0000000010146;PRD P BASE OLEO DE SOJA;-0,003;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,076;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,008;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,076;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,081;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-3,135;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,063;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,062;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,070;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,173;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,054;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,057;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,067;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,063;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,052;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,057;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,163;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,057;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,033;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,107;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,211;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,094;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,128;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,055;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,014;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,004;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,004;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,011;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,036;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,010;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,032;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,107;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,010;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,003;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,003;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,003;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,005;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,003;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,003;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,004;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,004;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,055;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,010;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,076;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,036;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,036;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,023;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,011;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,058;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,058;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,005;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,003;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,044;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,050;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,057;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,051;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,061;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,009;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,043;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,035;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,037;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,012;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,063;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,041;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,003;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,015;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,003;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,003;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,042;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,037;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,040;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,072;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,071;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,036;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-2,695;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,022;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,022;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,062;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,003;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,008;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,533;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,050;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,050;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,004;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,031;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,032;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,023;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,007;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,053;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,046;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,045;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,006;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,007;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,071;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,002;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,003;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,002;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,041;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,044;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,039;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,050;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,036;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,056;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,056;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,056;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,040;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,005;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,044;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,014;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,056;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,036;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,006;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,004;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,060;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,004;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,047;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,005;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,030;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,027;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,034;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,035;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,005;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,008;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,005;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,065;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,004;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,051;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,041;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,043;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,037;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,057;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,056;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,043;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,066;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,045;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,046;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010160;PRD P BASE PAO DE FORMA KG;-0,178;10,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010160;PRD P BASE PAO DE FORMA KG;-0,043;10,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010160;PRD P BASE PAO DE FORMA KG;-0,106;10,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010160;PRD P BASE PAO DE FORMA KG;-0,058;10,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010177;PAO FRANCES CONGELADO;-1,514;5,39;PERDA USO E CONSUMO LOJA;13;
0000000010177;PAO FRANCES CONGELADO;0,049;5,39;ENTRADA DE DECOMPOSICAO POR NF;13;
0000000010177;PAO FRANCES CONGELADO;0,249;5,39;ENTRADA DE DECOMPOSICAO POR NF;13;
7898342350104;MISTURA POLVILHO AZEDO KG;-0,116;14,98;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,021;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,006;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,006;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,017;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,006;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,005;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,006;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,014;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,006;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;0,006;22,10;ENTRADA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,004;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,005;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,085;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,021;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,005;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,005;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,005;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,005;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,003;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,005;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,013;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,013;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,005;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,011;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,005;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,005;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,005;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,011;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,010;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,010;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,002;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,004;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,006;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,009;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,005;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,005;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,005;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,005;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,005;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,007;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,008;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,008;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,022;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,012;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7896557218172;BASE BISNAGA REQUEIJAO;-0,065;8,17;SAIDA DE DECOMPOSICAO POR NF;13;
7896557218172;BASE BISNAGA REQUEIJAO;-0,065;8,17;SAIDA DE DECOMPOSICAO POR NF;13;
7896557218172;BASE BISNAGA REQUEIJAO;-0,067;8,17;SAIDA DE DECOMPOSICAO POR NF;13;
7896557218172;BASE BISNAGA REQUEIJAO;-0,064;8,17;SAIDA DE DECOMPOSICAO POR NF;13;
7896557218172;BASE BISNAGA REQUEIJAO;-0,169;8,17;SAIDA DE DECOMPOSICAO POR NF;13;
7896557218172;BASE BISNAGA REQUEIJAO;-0,065;8,17;SAIDA DE DECOMPOSICAO POR NF;13;
7896557218172;BASE BISNAGA REQUEIJAO;-0,193;8,17;SAIDA DE DECOMPOSICAO POR NF;13;
7896557218172;BASE BISNAGA REQUEIJAO;-0,065;8,17;SAIDA DE DECOMPOSICAO POR NF;13;
7896557218172;BASE BISNAGA REQUEIJAO;-0,041;8,17;SAIDA DE DECOMPOSICAO POR NF;13;
7896557218172;BASE BISNAGA REQUEIJAO;-0,005;8,17;SAIDA DE DECOMPOSICAO POR NF;13;
7896557218172;BASE BISNAGA REQUEIJAO;-0,056;8,17;SAIDA DE DECOMPOSICAO POR NF;13;
7896557218172;BASE BISNAGA REQUEIJAO;-0,058;8,17;SAIDA DE DECOMPOSICAO POR NF;13;
7896557218172;BASE BISNAGA REQUEIJAO;-0,004;8,17;SAIDA DE DECOMPOSICAO POR NF;13;
7896557218172;BASE BISNAGA REQUEIJAO;-0,004;8,17;SAIDA DE DECOMPOSICAO POR NF;13;
7896557218172;BASE BISNAGA REQUEIJAO;-0,054;8,17;SAIDA DE DECOMPOSICAO POR NF;13;
7896557218172;BASE BISNAGA REQUEIJAO;-0,048;8,17;SAIDA DE DECOMPOSICAO POR NF;13;
7896557218172;BASE BISNAGA REQUEIJAO;-0,060;8,17;SAIDA DE DECOMPOSICAO POR NF;13;
7896557218172;BASE BISNAGA REQUEIJAO;-0,063;8,17;SAIDA DE DECOMPOSICAO POR NF;13;
7897096600299;PRD P BASE FORMA BISC TORTELLA 35G;-0,084;51,90;SAIDA DE DECOMPOSICAO POR NF;13;
7897096600299;PRD P BASE FORMA BISC TORTELLA 35G;-0,081;51,90;SAIDA DE DECOMPOSICAO POR NF;13;
7897096600299;PRD P BASE FORMA BISC TORTELLA 35G;-0,085;51,90;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532987;PRD P CONF ACUCAR CONFEITEIRO;-0,084;10,70;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532987;PRD P CONF ACUCAR CONFEITEIRO;-0,067;10,70;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532987;PRD P CONF ACUCAR CONFEITEIRO;-0,051;10,70;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532987;PRD P CONF ACUCAR CONFEITEIRO;-0,004;10,70;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532987;PRD P CONF ACUCAR CONFEITEIRO;-0,004;10,70;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532987;PRD P CONF ACUCAR CONFEITEIRO;-0,027;10,70;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532987;PRD P CONF ACUCAR CONFEITEIRO;-0,010;10,70;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532987;PRD P CONF ACUCAR CONFEITEIRO;-0,082;10,70;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532987;PRD P CONF ACUCAR CONFEITEIRO;-0,040;10,70;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532987;PRD P CONF ACUCAR CONFEITEIRO;-0,010;10,70;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532987;PRD P CONF ACUCAR CONFEITEIRO;-0,044;10,70;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532987;PRD P CONF ACUCAR CONFEITEIRO;-0,045;10,70;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532987;PRD P CONF ACUCAR CONFEITEIRO;-0,017;10,70;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532987;PRD P CONF ACUCAR CONFEITEIRO;-0,020;10,70;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532987;PRD P CONF ACUCAR CONFEITEIRO;-0,041;10,70;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532987;PRD P CONF ACUCAR CONFEITEIRO;-0,004;10,70;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532987;PRD P CONF ACUCAR CONFEITEIRO;-0,008;10,70;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532987;PRD P CONF ACUCAR CONFEITEIRO;-0,008;10,70;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532987;PRD P CONF ACUCAR CONFEITEIRO;-0,032;10,70;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532987;PRD P CONF ACUCAR CONFEITEIRO;-0,032;10,70;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532987;PRD P CONF ACUCAR CONFEITEIRO;-0,046;10,70;SAIDA DE DECOMPOSICAO POR NF;13;
7896180710012;PRD P CONF P/ RECH DOCE DE LEITE KG;-0,086;13,50;SAIDA DE DECOMPOSICAO POR NF;13;
7896180710012;PRD P CONF P/ RECH DOCE DE LEITE KG;-0,147;13,50;SAIDA DE DECOMPOSICAO POR NF;13;
7896180710012;PRD P CONF P/ RECH DOCE DE LEITE KG;-0,120;13,50;SAIDA DE DECOMPOSICAO POR NF;13;
7896180710012;PRD P CONF P/ RECH DOCE DE LEITE KG;-0,079;13,50;SAIDA DE DECOMPOSICAO POR NF;13;
7896180710012;PRD P CONF P/ RECH DOCE DE LEITE KG;-0,207;13,50;SAIDA DE DECOMPOSICAO POR NF;13;
7896180710012;PRD P CONF P/ RECH DOCE DE LEITE KG;-0,302;13,50;SAIDA DE DECOMPOSICAO POR NF;13;
7896180710012;PRD P CONF P/ RECH DOCE DE LEITE KG;-0,056;13,50;SAIDA DE DECOMPOSICAO POR NF;13;
